name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata
FRAGA STUDIO,Fraga Studio,ChIJfRI1Qka9pgARm8jqeiT7RGI,"R. BELLEVUE, 234 - VILA CASTELA, NOVA LIMA - MG, 34007-073",Nova Lima,,MG,BR,34007-073,-19.994046,-43.9468267,Movie theater,,,bigquery,
CINEMA'S CLUB MOVIE THEATER,Cinema's Club Movie Theater,ChIJfSGLuR2FHZUR3QDThDYSQYo,"R. PROF. ALBINO BENVEGNÚ, 300 - SÃO DOMINGOS DO SUL, RS, 99270-000",São Domingos do Sul,,RS,BR,99270-000,-28.5292019,-51.8927986,Movie theater,,,bigquery,
CINE FINE ARTS,Cine Fine Arts,ChIJfTE_dt6ZpgARCBHMqch86oQ,"R. GONÇALVES DIAS, 1581 - LOURDES, BELO HORIZONTE - MG, 30140-092",Belo Horizonte,,MG,BR,30140-092,-19.9307586,-43.9395287,Movie theater,,,bigquery,
CINE PANAMBI,Cine Panambi,ChIJfTYoE4yV85QRa0L99TElo_s,"R. HAROLDO HAMILTON, 478 - CENTRO, TOLEDO - PR, 85905-390",Toledo,,PR,BR,85905-390,-24.7204124,-53.7433603,Movie theater,,,bigquery,
TOPÁZIO CINEMAS - SHOPPING JARAGUÁ,Topázio Cinemas - Shopping Jaraguá,ChIJfUrolae0yJQRqv8ueDbjzT0,"SHOPPING JARAGUÁ - R. QUINZE DE NOVEMBRO, 1200 - LOJAS 81, 82, 83 E 84 - CENTRO, INDAIATUBA - SP, 13330-070",Indaiatuba,,SP,BR,13330-070,-23.0837547,-47.2131351,Movie theater,,,bigquery,
CINEPLUS JARDIM DAS AMÉRICAS,Cineplus Jardim Das Américas,ChIJfVfHpBbl3JQRcnn2WHy34ZY,"AV. NOSSA SRA. DE LOURDES, 63 - JARDIM DAS AMÉRICAS, CURITIBA - PR, 81530-020",Curitiba,,PR,BR,81530-020,-25.4516583,-49.2284861,Movie theater,,,bigquery,
VISTA DO ALPHAVILLE,Vista Do Alphaville,ChIJfXMs89Bhv5QRD2hgtTYJngA,"VILA AVIAÇÃO, BAURU - STATE OF SÃO PAULO",Bauru,,SP,BR,,-22.3783171,-49.0590637,Movie theater,,,bigquery,
SMITH’S CINE,Smith’s Cine,ChIJfXhWmWVJ6wcRNF3xsn-j2vA,"R. FREI JOSÉ MARIA, 335 - LIONS CLUB, TIANGUÁ - CE, 62320-000",Tianguá,,CE,BR,62320-000,-3.7209416,-40.9940447,Movie theater,,,bigquery,
CONDOMINIO GENNY,Condominio Genny,ChIJfYhJmo9LxwcRo4WiY3niFB4,"POTIRA II, CAUCAIA - STATE OF CEARÁ",Caucaia,,CE,BR,,-3.7584958,-38.6363474,Movie theater,,,bigquery,
NELSON POLINÁRIO: ATOR E DIRETOR - AULAS DE TEATRO E ATUAÇÃO,Nelson Polinário: Ator E Diretor - Aulas De Teatro E Atuação,ChIJfYrKhK61yJQRAZG3Fdgxxdg,"R. INDEPENDÊNCIA, 743 - CIDADE NOVA I, INDAIATUBA - SP, 13334-080",Indaiatuba,,SP,BR,13334-080,-23.0810913,-47.201765,Movie theater,,,bigquery,
CINEMA TEATRO VITORIA E CAMARA MUNICIPAL DE SANTA BARBARA,Cinema Teatro Vitoria E Camara Municipal De Santa Barbara,ChIJf_U3pddIpAARhOUKmSuyX1o,"RUA JOÃO MOTA, 89 - SANTA BÁRBARA, MG, 35960-000",Santa Bárbara,,MG,BR,35960-000,-19.9596146,-43.4147059,Movie theater,,,bigquery,
TREVO 6 PISTAS,Trevo 6 Pistas,ChIJf_sih1W9pgAROXRg_6d7NJY,"ALAMEDA OSCAR NIEMEYER, 11 - VILA DA SERRA, NOVA LIMA - MG, 34000-000",Nova Lima,,MG,BR,34000-000,-19.9832895,-43.9463172,Movie theater,,,bigquery,
JE SUIS EDUARDO SCHAYDEGGER PRODUÇÕES,Je Suis Eduardo Schaydegger Produções,ChIJfaWdjaFZzpQRVY774afJev0,"R. JOSÉ GETÚLIO, 81 - LIBERDADE, SÃO PAULO - SP, 01509-001",São Paulo,,SP,BR,01509-001,-23.5666213,-46.6363021,Movie theater,,,bigquery,
MULTIPLEX PALLADIUM,Multiplex Palladium,ChIJfat50UQa6JQRzhkMVaop3R4,"R. ERMELINO DE LEÃO, 703 - UVARANAS, PONTA GROSSA - PR, 84035-000",Ponta Grossa,,PR,BR,84035-000,-25.0951576,-50.1522979,Movie theater,,,bigquery,
CINEAR PRODUÇÕES E EXIB CINEMAT. LTDA,Cinear Produções E Exib Cinemat. Ltda,ChIJffOqyZq7pgARBl3vfRtIT58,"R. KELSEY, 96 - JARDIM CANADA, NOVA LIMA - MG, 34000-000",Nova Lima,,MG,BR,34000-000,-20.0548943,-43.9901861,Movie theater,,,bigquery,
CINE'N FUN,Cine'n Fun,ChIJfw25rRxev5QRIRCPBpHzO0w,"R. LUÍS LEVORATO, 1-55 - JARDIM MARABÁ, BAURU - SP, 17048-280",Bauru,,SP,BR,17048-280,-22.3708775,-49.0366672,Movie theater,,,bigquery,
MAXI MOVIE UNAMAR,Maxi Movie Unamar,ChIJfwCJ-juvlwAR6MicijxMGRE,"QUADRA 15, LOTE 16, AV. INDEPENDÊNCIA, S/N - UNAMAR, CABO FRIO - RJ, 28928-542",Cabo Frio,,RJ,BR,28928-542,-22.6782436,-42.0065433,Movie theater,,,bigquery,
GRAN CINE BARDOT,Gran Cine Bardot,ChIJfyDcc3NVlgARgtN_WyNa9KY,"TV. DOS PESCADORES, 88 - CENTRO, BÚZIOS - RJ, 28950-795",BÚZIOS,,RJ,BR,28950-795,-22.7549609,-41.8858285,Movie theater,,,bigquery,
CINEMA,Cinema,ChIJfz_etVqaowARkMxmJanTO4c,"PIRANGA, STATE OF MINAS GERAIS, 36480-000",Piranga,,MG,BR,36480-000,-20.6842623,-43.3016144,Movie theater,,,bigquery,
Multicine Cinemas Caxias Shopping,Multicine Cinemas Caxias Shopping,ChIJfzc4imN6mQARg1AQVKfdb6M,"Bela Vista Rodovia BR-316 KM 554 - Estacionamento - Duque de Caxias, Caxias - MA, 65605-295, Brazil",Duque de Caxias,,MA,BR,65605295,-22.78732,-43.2861,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:20:11.502+00:00""}"
Planet Cinemas,Planet Cinemas,ChIJg0aOWgCHmQARmM41sYILGC0,"Estr. Francisco da Cruz Nunes, 6081 - 2º andar - Itaipu, Niterói - RJ, 24350-310, Brazil",Niterói,,RJ,BR,24350310,-22.9400246,-43.056174,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:28:28.086+00:00""}"
NEW CONCEPT FOTOGRAFIAS,New Concept Fotografias,ChIJg65zfVHVmwAR96a0ekOGdT0,"AV. NOSSA SRA. DE COPACABANA, 129 - COPACABANA, RIO DE JANEIRO - RJ, 22050-002",RIO DE JANEIRO,,RJ,BR,22050-002,-22.9647553,-43.1755406,Movie theater,,,bigquery,
CENTERPLEX CINEMAS,Centerplex Cinemas,ChIJg9NrVidjzZQRRxNHwuzpUGY,"AV. JOSÉ HERCULANO, 1086 - KM 05 - PONTAL DE SANTA MARINA, CARAGUATATUBA - SP, 11672-901",Caraguatatuba,,SP,BR,11672-901,-23.6543554,-45.4373164,Movie theater,,,bigquery,
CASA DE CINEMA DA BAHIA,Casa De Cinema Da Bahia,ChIJgRTJyucEFgcR7zK6ea3l9wg,"R. MACIEL DE CIMA, 21 - PELOURINHO, SALVADOR - BA, 40026-250",Salvador,,BA,BR,40026-250,-12.9725511,-38.508565,Movie theater,,,bigquery,
CINEFOR CINEMA E INFORMATICA,Cinefor Cinema E Informatica,ChIJgRsmlvrfmwAR_9V3AYHjShU,"R. MÉXICO, 21 - CENTRO, RIO DE JANEIRO - RJ, 20031-144",Rio de Janeiro,,RJ,BR,20031-144,-22.9118986,-43.1743,Movie theater,,,bigquery,
LUZ CINEMA ART,Luz Cinema Art,ChIJgSccVWfDzJQRkLuTrrPPDkU,"TV. AZIZ CHAD, APARECIDA - SP, 12570-000",Aparecida,,SP,BR,12570-000,-22.8475393,-45.229135,Movie theater,,,bigquery,
TELEBOX1000,Telebox1000,ChIJgT1Ow9iFmQAR4IAhhayYP1c,"R. DA SUÉCIA - MARIA PAULA, NITERÓI - RJ, 24753-510",Niterói,,RJ,BR,24753-510,-22.8792131,-43.0337572,Movie theater,,,bigquery,
Artesão Urgentes,Artesão Urgentes,ChIJgVk232IZqwcRmygFYfykaJM,"Condomínio do Edifício Carlos Gomes - Av. Manoel Borba, 694 - Boa Vista, Recife - PE, 50070-900",Recife,,PE,BR,50070900,-8.0591182,-34.8915344,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"":""google_places_augment"",""types"":[""movie_theater"",""point_of_interest"",""establishment""],""rating"":null}"
BOLONHA CLUB,Bolonha Club,ChIJgVwqItuZpgARz-2Eki2Dwhg,"R. PERNAMBUCO, 1101 - FUNCIONÁRIOS, BELO HORIZONTE - MG, 30130-151",Belo Horizonte,,MG,BR,30130-151,-19.9371439,-43.9351742,Movie theater,,,bigquery,
CINE TEATRO WHITE HOUSE,Cine Teatro White House,ChIJgVzJZe7et5QRMEX8RXSImoI,"R. LÚCIO LEONEL, 449 - JARDIM PAULISTA, CASA BRANCA - SP, 13700-000",Casa Branca,,SP,BR,13700-000,-21.7751031,-47.0855476,Movie theater,,,bigquery,
XOPOTOLITANO,Xopotolitano,ChIJgW23IfG1owARuJmF8N9iH8g,"R. CROATÁS - ALTO RIO DOCE, MG, 36260-000",Alto Rio Doce,,MG,BR,36260-000,-21.0148236,-43.4092101,Movie theater,,,bigquery,
CINEMA IMIGRANTE,Cinema Imigrante,ChIJgWRcnnezHpUR6zBhIzUXTY4,"NOVA PETRÓPOLIS, STATE OF RIO GRANDE DO SUL, 95150-000",Nova Petrópolis,,RS,BR,95150-000,-29.3741631,-51.1073163,Movie theater,,,bigquery,
Cinemaxx Shopping Olga Sola,Cinemaxx Shopping Olga Sola,ChIJgY0fwn72mAAR9i8pCLqwJaI,"Praça São Sebastião, 330 - Três Rios, RJ, 25804-080, Brazil",Três Rios,,RJ,BR,25804080,-22.1163607,-43.2097969,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:20:17.571+00:00""}"
TEHUÁ FILMES,Tehuá Filmes,ChIJgY3yJJEFzpQRWaoUBdypaRg,"R. RIACHUELO, 73 - CENTRO, SANTOS - SP, 11010-021",Santos,,SP,BR,11010-021,-23.935222,-46.329246,Movie theater,,,bigquery,
8MM CINEMOVIE,8mm Cinemovie,ChIJgZQfnWYPz5QRVlnZMt_zIfI,"R. JOSÉ VALÊNCIO, 38 - AMADOR BUENO, ITAPEVI - SP, 06680-550",Itapevi,,SP,BR,06680-550,-23.5329403,-46.9869941,Movie theater,,,bigquery,
SALA CINEMATOGRAPHOS,Sala Cinematographos,ChIJg_t2zItXzpQRS6kDO9Gp824,"PACAEMBU, SÃO PAULO - STATE OF SÃO PAULO, 01251-001",São Paulo,,SP,BR,01251-001,-23.5464007,-46.6731482,Movie theater,,,bigquery,
NÚCLEO DE PRODUÇÃO AUDIOVISUAL OFCINE,Núcleo De Produção Audiovisual Ofcine,ChIJgfCMpE6dEZUR9ewXwqi2eOs,"R. ENG. ALFREDO HUCK, 251-461 - VILA SANTA TEREZA, RIO GRANDE - RS, 96201-460",RIO GRANDE,,RS,BR,96201-460,-32.0413817,-52.0881492,Movie theater,,,bigquery,
STAGE 23,Stage 23,ChIJgfowHIP_zpQRnY7ypQ49yN8,"AV. PIRARUCU, 1630 - JARDIM SANTA CECILIA, BARUERI - SP, 02675-031",Barueri,,SP,BR,02675-031,-23.515929,-46.8209416,Movie theater,,,bigquery,
CINEMA ARARIBOIA,Cinema Arariboia,ChIJgwj65y2vnQARhrEXwnY3D1A,"R. DO COMÉRCIO, 340 - CENTRO, ANGRA DOS REIS - RJ, 23900-000",Angra dos Reis,,RJ,BR,23900-000,-23.0260794,-44.5207787,Movie theater,,,bigquery,
CINE 7D,Cine 7d,ChIJgxnCZAvYzZQRQXq0R68W8Gw,"JARDIM SANTISTA, MOGI DAS CRUZES - STATE OF SÃO PAULO, 08717-000",Mogi das Cruzes,,SP,BR,08717-000,-23.5298644,-46.2047655,Movie theater,,,bigquery,
BEM TV,Bem Tv,ChIJgzT4y_-OmQARIxoZjde5LH8,"EST. MARINO NUNES VIEIRA, 33 - VÁRZEA DAS MOÇAS, NITERÓI - RJ, 24330-310",Niterói,,RJ,BR,24330-310,-22.9174845,-42.9796881,Movie theater,,,bigquery,
EMPRESA DE CINEMAS DO VALE DO PARAIBA,Empresa De Cinemas Do Vale Do Paraiba,ChIJh1EvWwT5zJQRTjXJ40KHHUQ,"R. VISC. DO RIO BRANCO, 461 - CENTRO, TAUBATÉ - SP, 12020-040",Taubaté,,SP,BR,12020-040,-23.0247384,-45.5546266,Movie theater,,,bigquery,
CINE A LORENA,Cine A Lorena,ChIJh29HjNDOzJQRnlM-7GjeJr8,"ECO VALLE SHOPPING - ESTR. VICINAL CHIQUITO DE AQUINO, 46 - CRUZ, LORENA - SP, 12606-452",Lorena,,SP,BR,12606-452,-22.7544683,-45.1064635,Movie theater,,,bigquery,
CINE PLAZA,Cine Plaza,ChIJh32x7FNQzpQRoY7-34sQII4,"R. SEN. FLÁQUER, 168 - SANTO AMARO, SÃO PAULO - SP, 04744-030",São Paulo,,SP,BR,04744-030,-23.6547518,-46.7057217,Movie theater,,,bigquery,
UCI Kinoplex,UCI Kinoplex,ChIJh38ZJQB7mQARYQEFsvvwVmc,"Rod. Washington Luiz, 2895 - Parque Duque, Duque de Caxias - RJ, 25085-008, Brazil",Duque de Caxias,,RJ,BR,25085008,-22.7873401,-43.2866498,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:20:08.171+00:00""}"
TRANSPARETA TRANS P CINEMA E TV,Transpareta Trans P Cinema E Tv,ChIJh3wl7jgbz5QRbFkK8Tc7LCM,"AV. DR. ÁLVARO RIBEIRO, 161 - JARDIM FREDIANI, SANTANA DE PARNAÍBA - SP, 06500-000",Santana de Parnaíba,,SP,BR,06500-000,-23.4442071,-46.9238861,Movie theater,,,bigquery,
UFBA ART ROOM,Ufba Art Room,ChIJh4RyhIQEFgcRlTdR5UI2Mdg,"AV. REITOR MIGUEL CALMON, S/N, PAC VALE DO - CANELA, SALVADOR - BA, 40110-100",Salvador,,BA,BR,40110-100,-12.995381,-38.518751,Movie theater,,,bigquery,
REDE CINE,Rede Cine,ChIJh5MYu5dZzpQRzFNHosHS0OE,"AV. BERNARDINO DE CAMPOS, 98 - PARAÍSO, SÃO PAULO - SP, 12345-678",São Paulo,,SP,BR,12345-678,-23.5721792,-46.6434495,Movie theater,,,bigquery,
CINE CLUBE RECANTO,Cine Clube Recanto,ChIJh62Hb-aJmQARznb9PvYJ8Vw,"RUA CAPITÃO CELSO CORRÊA DA SILVA - RECANTO DE ITAIPUAÇU, MARICÁ - RJ, 24937-090",Niterói,,RJ,BR,24937-090,-22.9658383,-43.0109156,Movie theater,,,bigquery,
KINO-OLHO,Kino-Olho,ChIJh6DJXp7bx5QRoHtWTPIjn90,"R. 7, 1047-959 - CENTRO, RIO CLARO - SP, 13500-143",Rio Claro,,SP,BR,13500-143,-22.4116769,-47.5632413,Movie theater,,,bigquery,
CINEMA INTERNACIONAL CORPORATION DISTRIBUIDORA DE FILME LTDA,Cinema Internacional Corporation Distribuidora De Filme Ltda,ChIJh6bWGwtXzpQR7LEEYoy9zW0,"AV. BRIG. FARIA LIMA, 1478 - PINHEIROS, SÃO PAULO - SP, 01451-001",São Paulo,,SP,BR,01451-001,-23.5707853,-46.691585,Movie theater,,,bigquery,
Cine Show,Cine Show,ChIJh6z41cVMmAARk2Us3LQHfpw,"R. Edmundo Bitencourt, 101 - Loja 201 - Várzea, Teresópolis - RJ, 25953-030, Brazil",Teresópolis,,RJ,BR,25953030,-22.4101864,-42.9658177,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:20:15.382+00:00""}"
SHEKINAH FILMES,Shekinah Filmes,ChIJhQG6OH_F2pQRSLGlTBvZp0s,"345, SP-226, 213, PARIQUERA-AÇU - SP, 11930-000",Pariquera-Açu,,SP,BR,11930-000,-24.7119872,-47.8835855,Movie theater,,,bigquery,
CINE GOLDEN,Cine Golden,ChIJhSB9bEilQAcRSwS4n9ajrTI,"AV. DEP. LUIZ EDUARDO MAGALHÃES - SÃO JUDAS TADEU, JEQUIÉ - BA, 45204-125",Jequié,,BA,BR,45204-125,-13.8365961,-40.0717751,Movie theater,,,bigquery,
CINE AGUAI,Cine Aguai,ChIJhSknS343yJQR2H_VNnaNYAY,"R. XV DE NOVEMBRO, 447 - CENTRO, AGUAÍ - SP, 13860-015",Aguaí,,SP,BR,13860-015,-22.0578346,-46.9791675,Movie theater,,,bigquery,
C.VALECINEMA,C.valecinema,ChIJhTJU9Gmp85QRXOQCnO_gvL4,"AV. DOM PEDRO II - ASSIS CHATEAUBRIAND, PR, 85935-000",Assis Chateaubriand,,PR,BR,85935-000,-24.4046266,-53.5041383,supermarket,,,bigquery,
BEVERLY HILLS JDF,Beverly Hills Jdf,ChIJhUk3H5ibmAARs6lyflxfcfQ,"R. DR. OSMAR SILVA, 95 - BOM PASTOR, JUIZ DE FORA - MG, 36021-080",Juiz de Fora,,MG,BR,36021-080,-21.7775924,-43.3388617,Movie theater,,,bigquery,
CINE SANTA CRUZ,Cine Santa Cruz,ChIJh_5ZovIst5QR9HrftV5ZJWg,"CENTRO, CÁSSIA - STATE OF MINAS GERAIS, 37980-000",Cássia,,MG,BR,37980-000,-20.5831241,-46.9232316,Movie theater,,,bigquery,
CINEMA DA GALERA,Cinema Da Galera,ChIJhaA6Wfv3-5QRpBUG0F2uLNQ,"SÃO MARTINHO - STATE OF RIO GRANDE DO SUL, 98690-000",São Martinho,,RS,BR,98690-000,-27.7486755,-53.8812818,Movie theater,,,bigquery,
VILLAS BOULEVARD,Villas Boulevard,ChIJhafvHeQEFgcRDIsG7rDuOsM,"AV. ESTADOS UNIDOS, 397 - COMERCIO, SALVADOR - BA, 40010-020",Salvador,,BA,BR,40010-020,-12.9698772,-38.5120343,Movie theater,,,bigquery,
CINE MOLOTOV,Cine Molotov,ChIJhawDIGVJxwcRwu6XG69hiCg,"R. JOÃO GENTIL - BENFICA, FORTALEZA - CE, 60020-100",Fortaleza,,CE,BR,60020-100,-3.7449391,-38.5391685,Movie theater,,,bigquery,
CINE SÃO CARLOS,Cine São Carlos,ChIJhayPGwDPyJQRrjP1Shk9qmY,"R. Dr. César Bierrembach, 161 - Centro, Campinas - SP, 13015-025, Brazil",Campinas,,SP,BR,13015025,-22.9037942,-47.0576893,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:18:06.769+00:00""}"
CINE BELAS ARTES-RIBEIRÃO PRETO,Cine Belas Artes-Ribeirão Preto,ChIJhd6Nok2_uZQRq_uoCCTZwl4,"R. CONSELHEIRO DANTAS, 500 - VILA TIBERIO, RIBEIRÃO PRETO - SP, 14050-400",Ribeirão Preto,,SP,BR,14050-400,-21.1695121,-47.8181779,Movie theater,,,bigquery,
CACTUS FLOWER FILM,Cactus Flower Film,ChIJhf-91dlLqJQRcyQqikfAcJQ,"TV. EUSÉBIO, 2123, PARACATU - MG, 38600-000",Paracatu,,MG,BR,38600-000,-17.2250327,-46.8796366,Movie theater,,,bigquery,
ANTIGO CINE TEATRO RECREIO,Antigo Cine Teatro Recreio,ChIJhfBliusx_ZQROYYU5hXw4yM,"AV. FLORES DA CUNHA, 1551 - CENTRO, CARAZINHO - RS, 99500-000",Carazinho,,RS,BR,99500-000,-28.2867551,-52.7900707,Movie theater,,,bigquery,
CINE ORLÂNDIA,Cine Orlândia,ChIJhxSbsOIkupQRiwf-Qn3XjnA,"LOT. SAO PEDRO, ORLÂNDIA - STATE OF SÃO PAULO, 14620-000",Orlândia,,SP,BR,14620-000,-20.7200618,-47.8815181,Movie theater,,,bigquery,
CINE VITÓRIA,Cine Vitória,ChIJhzLDOgAb9JQRNgKcEZM1iBY,"AV. TIRADENTES - ITAIPULÂNDIA, PR, 85880-000",Itaipulândia,,PR,BR,85880-000,-25.1391634,-54.3011928,Movie theater,,,bigquery,
CINE 104,Cine 104,ChIJi0Sa5OqZpgAR9NJ9VO9gWcY,"PRAÇA RUI BARBOSA, 104 - CENTRO, BELO HORIZONTE - MG, 30160-000",Belo Horizonte,,MG,BR,30160-000,-19.9155471,-43.9345535,Movie theater,,,bigquery,
ZOHAR CINEMA,Zohar Cinema,ChIJi0wiDd9_mQAR0YS1aU6wyLM,"R. VOLUNTÁRIOS DA PÁTRIA, 455 - HUMAITÁ, RIO DE JANEIRO - RJ, 22270-000",Rio de Janeiro,,RJ,BR,22270-000,-22.9560668,-43.196863,Movie theater,,,bigquery,
FJ TRANSPORTE CINEMA,Fj Transporte Cinema,ChIJi24IoJ2LzpQRcZL3rZUVvk4,"AV. OTÁVIO BRAGA DE MESQUITA, 1172 - VILA FLORIDA, GUARULHOS - SP, 07191-000",Guarulhos,,SP,BR,07191-000,-23.4549409,-46.5087979,Movie theater,,,bigquery,
P D BORTOLINI & ARAÚJO EXIBIÇÃO CINEMATOGRÁFICA,P D Bortolini & Araújo Exibição Cinematográfica,ChIJi3ItGpbeyJQRzo8_Hs9Jmzo,"AV. PAPA JOÃO XXIII, 365, PEDREIRA - SP, 13920-000",Pedreira,,SP,BR,13920-000,-22.7383703,-46.8932126,Movie theater,,,bigquery,
LAGOINHA CINEMA,Lagoinha Cinema,ChIJi3SatXB8pgARUZdBQa2HFFs,"R. VIRGÍLIO DE MELO FRANCO, 44 - MIGUEL A SALOMÃO, LAGOA SANTA - MG, 33400-000",Lagoa Santa,,MG,BR,33400-000,-19.6281604,-43.8949511,Baptist church,,,bigquery,
CINE 6D,Cine 6d,ChIJi4PNP_qFu5QRJNCMN622atI,"VIA CONSELHEIRO ANTÔNIO PRADO, 1400 - PEDRO CAVALINI, BARRETOS - SP, 14784-200",Barretos,,SP,BR,14784-200,-20.5735689,-48.5597202,Movie theater,,,bigquery,
CINE RITZ ITAÚNA,Cine Ritz Itaúna,ChIJi6Wfs9EypwARgO_wipHgVD8,"AV. JOVE SOARES, 1049 - GRAÇAS, ITAÚNA - MG, 35680-352",Itaúna,,MG,BR,35680-352,-20.0776858,-44.5799539,Movie theater,,,bigquery,
CINEMARK,Cinemark,ChIJi6gyNa_DzZQRFbjPXdegiRg,"R. FRANCISCO F LOPES, 216, BIRITIBA MIRIM - SP, 08940-000",Biritiba Mirim,,SP,BR,08940-000,-23.5734608,-46.0393194,Movie theater,,,bigquery,
Cine Show Cruzeiro,Cine Show Cruzeiro,ChIJi8cE9qT1nQARV7TmiWf6feM,"Rua Dr. Othon Barcellos, 5 - Centro, Cruzeiro - SP, 12730-010, Brazil",Cruzeiro,,SP,BR,12730010,-22.5855467,-44.9611123,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:28:14.322+00:00""}"
CINEART CINEMAS,Cineart Cinemas,ChIJi8iTHouapgAR7dRrii4l_As,"AV. CRISTIANO MACHADO, 4.000 - UNIÃO, BELO HORIZONTE - MG, 31160-900",Belo Horizonte,,MG,BR,31160-900,-19.8740721,-43.9266586,Movie theater,,,bigquery,
STUDIO CAMINO SOUND DESIGN,Studio Camino Sound Design,ChIJi919du3JyJQRhevjbVvM64Y,"R. BERNARDO INÁCIO, 20 - SOBRADO - JARDIM ALVORADA, CAMPINAS - SP, 13050-741",Campinas,,SP,BR,13050-741,-22.947595,-47.1086579,Movie theater,,,bigquery,
OBÁ CACAUÊ PRODUÇÕES,Obá Cacauê Produções,ChIJi96hcVIFFgcRu2EEodhldIA,"R. PACÍFICO PEREIRA - GARCIA, SALVADOR - BA, 40100-000",Salvador,,BA,BR,40100-000,-12.9911337,-38.5144556,Movie theater,,,bigquery,
Cine Sussy,Cine Sussy,ChIJiQtyfQCdngARCfT-WOGBxMw,"Rua Joaquim de Oliveira Dutra - São Paulo, Barra Mansa - RJ, 27340-550, Brazil",Barra Mansa,,RJ,BR,27340550,-22.5890682,-44.1843837,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:20:15.516+00:00""}"
Cine RT,Cine RT,ChIJiSouIyYsrAcRs2oy9If5uEQ,"R. José Leal, 32, Remígio - PB, 58398-000, Brazil",Remígio,,PB,BR,58398000,-6.9674003,-35.7958975,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:20:17.727+00:00""}"
CINEMAIS,Cinemais,ChIJiUBeyv9tvAAR7dwd245pWe8,"R. BUARQUE NAZARET, 151 - CENTRO, BOM JESUS DO ITABAPOANA - RJ, 28360-000",Bom Jesus do Itabapoana,,RJ,BR,28360-000,-21.1347275,-41.6800872,Movie theater,,,bigquery,
C D I CINEMA DISTRIBUICAO INDEPENDENTE S C,C D I Cinema Distribuicao Independente S C,ChIJiUePrLZZzpQRraOMLyqnTmU,"R. TREZE DE MAIO, 489 - BELA VISTA, SÃO PAULO - SP, 01327-000",São Paulo,,SP,BR,01327-000,-23.5574552,-46.6464413,Movie theater,,,bigquery,
CINE A ITAJUBÁ,Cine A Itajubá,ChIJiVa2G3hly5QRZUmTFzVh-_g,"AV. DR. JERSON DIAS, 401 - ESTIVA, ITAJUBÁ - MG, 37500-279",Itajubá,,MG,BR,37500-279,-22.4123849,-45.4373711,Movie theater,,,bigquery,
HUMBERTO MAURO,Humberto Mauro,ChIJiVi9_-WZpgARKIhQBR1u8ww,"AV. AFONSO PENA, 1537 - CENTRO, BELO HORIZONTE - MG, 30120-010",Belo Horizonte,,MG,BR,30120-010,-19.9257915,-43.9341223,Movie theater,,,bigquery,
IT CANAL,It Canal,ChIJiX5Gr7TBpgAR_Ddfx-Jzwsw,"R. RIO PARAOPEBA, 95 - LARANJEIRAS, BETIM - MG, 32676-276",Betim,,MG,BR,32676-276,-19.9481346,-44.1345835,Movie theater,,,bigquery,
CINE ARTE LILIAN LEMMERTZ,Cine Arte Lilian Lemmertz,ChIJiXD4tQn4zpQR3ynz62-06PM,"ÁGUA BRANCA, SÃO PAULO - STATE OF SÃO PAULO, 05042-000",São Paulo,,SP,BR,05042-000,-23.5255892,-46.6828777,Movie theater,,,bigquery,
